transaction,date,item_code,item,quantity,unit,payment_type,price,income
1786/JL/UTM/0823,08/02/2023 09:40:34,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,279.0,Sheet,Deposit Payment,"300,00",83700.0
5096/KSR/UTM/0823,08/02/2023 10:17:22,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,606.0,Sheet,Upfront Payment,"250,00",151500.0
1788/JL/UTM/0823,08/02/2023 10:48:49,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,34.0,Sheet,Deposit Payment,"300,00",10200.0
5099/KSR/UTM/0823,08/02/2023 10:55:16,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,4.0,Sheet,Upfront Payment,"250,00",1000.0
1793/JL/UTM/0823,08/02/2023 11:04:41,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,8.0,Sheet,Deposit Payment,"300,00",2400.0
5103/KSR/UTM/0823,08/02/2023 11:16:54,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,60.0,Sheet,Upfront Payment,"250,00",15000.0
1794/JL/UTM/0823,08/02/2023 11:18:44,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,75.0,Sheet,Deposit Payment,"300,00",22500.0
5106/KSR/UTM/0823,08/02/2023 11:45:50,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,4.0,Sheet,Upfront Payment,"250,00",1000.0
1798/JL/UTM/0823,08/02/2023 12:06:13,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,20.0,Sheet,Deposit Payment,"300,00",6000.0
5121/KSR/UTM/0823,08/02/2023 14:28:03,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,120.0,Sheet,Upfront Payment,"250,00",30000.0
5125/KSR/UTM/0823,08/02/2023 14:55:09,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,50.0,Sheet,Upfront Payment,"250,00",12500.0
1805/JL/UTM/0823,08/02/2023 15:18:06,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,687.0,Sheet,Deposit Payment,"300,00",206100.0
5128/KSR/UTM/0823,08/02/2023 15:19:34,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,4.0,Sheet,Upfront Payment,"250,00",1000.0
5130/KSR/UTM/0823,08/02/2023 15:27:48,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,66.0,Sheet,Upfront Payment,"250,00",16500.0
1809/JL/UTM/0823,08/02/2023 16:07:29,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,51.0,Sheet,Deposit Payment,"300,00",15300.0
1810/JL/UTM/0823,08/02/2023 16:15:36,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,127.0,Sheet,Deposit Payment,"300,00",38100.0
1811/JL/UTM/0823,08/02/2023 16:16:19,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,4450.0,Sheet,Deposit Payment,"250,00",1112500.0
5155/KSR/UTM/0823,08/02/2023 17:09:15,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,2095.0,Sheet,Upfront Payment,"350,00",733250.0
5157/KSR/UTM/0823,08/02/2023 17:15:50,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,19.0,Sheet,Upfront Payment,"250,00",4750.0
5167/KSR/UTM/0823,08/03/2023 08:58:17,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,400.0,Sheet,Upfront Payment,"250,00",100000.0
5169/KSR/UTM/0823,08/03/2023 09:22:35,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,8.0,Sheet,Upfront Payment,"250,00",2000.0
5171/KSR/UTM/0823,08/03/2023 09:32:01,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,7.0,Sheet,Upfront Payment,"250,00",1750.0
5175/KSR/UTM/0823,08/03/2023 09:55:18,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,20.0,Sheet,Upfront Payment,"250,00",5000.0
5177/KSR/UTM/0823,08/03/2023 10:04:57,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,33.0,Sheet,Upfront Payment,"250,00",8250.0
1817/JL/UTM/0823,08/03/2023 10:37:26,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,90.0,Sheet,Deposit Payment,"300,00",27000.0
1819/JL/UTM/0823,08/03/2023 10:43:20,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,48.0,Sheet,Deposit Payment,"300,00",14400.0
5192/KSR/UTM/0823,08/03/2023 12:10:14,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,15.0,Sheet,Upfront Payment,"250,00",3750.0
1826/JL/UTM/0823,08/03/2023 12:12:13,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,130.0,Sheet,Deposit Payment,"300,00",39000.0
5193/KSR/UTM/0823,08/03/2023 12:22:01,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,19.0,Sheet,Upfront Payment,"250,00",4750.0
5195/KSR/UTM/0823,08/03/2023 12:28:11,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,304.0,Sheet,Upfront Payment,"250,00",76000.0
5201/KSR/UTM/0823,08/03/2023 13:17:05,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,2000.0,Sheet,Upfront Payment,"250,00",500000.0
5203/KSR/UTM/0823,08/03/2023 13:34:24,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,5.0,Sheet,Upfront Payment,"250,00",1250.0
5204/KSR/UTM/0823,08/03/2023 13:35:39,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,16.0,Sheet,Upfront Payment,"250,00",4000.0
5205/KSR/UTM/0823,08/03/2023 13:42:40,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,272.0,Sheet,Upfront Payment,"250,00",68000.0
1831/JL/UTM/0823,08/03/2023 15:47:32,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,558.0,Sheet,Deposit Payment,"300,00",167400.0
5230/KSR/UTM/0823,08/03/2023 15:48:12,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,600.0,Sheet,Upfront Payment,"250,00",150000.0
1818/JL/UTM/0823,08/03/2023 16:02:44,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,380.0,Sheet,Deposit Payment,"300,00",114000.0
1833/JL/UTM/0823,08/03/2023 16:05:34,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,60.0,Sheet,Deposit Payment,"300,00",18000.0
5233/KSR/UTM/0823,08/03/2023 16:28:27,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,120.0,Sheet,Upfront Payment,"250,00",30000.0
1837/JL/UTM/0823,08/03/2023 17:05:55,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,186.0,Sheet,Deposit Payment,"300,00",55800.0
5245/KSR/UTM/0823,08/03/2023 17:56:56,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,227.0,Sheet,Upfront Payment,"250,00",56750.0
1838/JL/UTM/0823,08/04/2023 08:45:34,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,1947.0,Sheet,Deposit Payment,"300,00",584100.0
1844/JL/UTM/0823,08/04/2023 10:46:06,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,340.0,Sheet,Deposit Payment,"300,00",102000.0
5266/KSR/UTM/0823,08/04/2023 11:32:33,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,333.0,Sheet,Upfront Payment,"250,00",83250.0
1852/JL/UTM/0823,08/04/2023 14:24:25,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,56.0,Sheet,Deposit Payment,"300,00",16800.0
5286/KSR/UTM/0823,08/04/2023 14:49:09,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,34.0,Sheet,Upfront Payment,"250,00",8500.0
5288/KSR/UTM/0823,08/04/2023 14:53:47,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,20.0,Sheet,Upfront Payment,"250,00",5000.0
5293/KSR/UTM/0823,08/04/2023 15:23:33,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,1860.0,Sheet,Upfront Payment,"250,00",465000.0
5298/KSR/UTM/0823,08/04/2023 16:11:48,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,819.0,Sheet,Upfront Payment,"250,00",204750.0
5301/KSR/UTM/0823,08/04/2023 16:49:45,PC.000008,PHOTO COPY CARDBOARD A3,20.0,Sheet,Upfront Payment,"3000,00",60000.0
5308/KSR/UTM/0823,08/04/2023 17:26:28,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,600.0,Sheet,Upfront Payment,"250,00",150000.0
5311/KSR/UTM/0823,08/04/2023 17:34:23,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,20.0,Sheet,Upfront Payment,"250,00",5000.0
5312/KSR/UTM/0823,08/04/2023 17:37:41,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,20.0,Sheet,Upfront Payment,"250,00",5000.0
5313/KSR/UTM/0823,08/04/2023 17:50:57,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,23.0,Sheet,Upfront Payment,"250,00",5750.0
5313/KSR/UTM/0823,08/04/2023 17:50:57,PC.000002,PHOTO COPY HVS A3 70 GR,1.0,Sheet,Upfront Payment,"600,00",600.0
5318/KSR/UTM/0823,08/05/2023 09:17:55,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,5.0,Sheet,Upfront Payment,"250,00",1250.0
5333/KSR/UTM/0823,08/05/2023 11:34:45,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,75.0,Sheet,Upfront Payment,"250,00",18750.0
1874/JL/UTM/0823,08/05/2023 14:05:48,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,2500.0,Sheet,Deposit Payment,"250,00",625000.0
5355/KSR/UTM/0823,08/05/2023 14:31:48,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,72.0,Sheet,Upfront Payment,"250,00",18000.0
5360/KSR/UTM/0823,08/05/2023 15:19:07,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,232.0,Sheet,Upfront Payment,"250,00",58000.0
5362/KSR/UTM/0823,08/05/2023 16:29:25,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,252.0,Sheet,Upfront Payment,"250,00",63000.0
5366/KSR/UTM/0823,08/05/2023 16:33:03,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,18.0,Sheet,Upfront Payment,"250,00",4500.0
5375/KSR/UTM/0823,08/05/2023 16:49:38,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,756.0,Sheet,Upfront Payment,"250,00",189000.0
5378/KSR/UTM/0823,08/05/2023 16:56:12,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,35.0,Sheet,Upfront Payment,"250,00",8750.0
5388/KSR/UTM/0823,08/07/2023 09:20:38,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,24.0,Sheet,Upfront Payment,"250,00",6000.0
5389/KSR/UTM/0823,08/07/2023 09:20:59,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,286.0,Sheet,Upfront Payment,"250,00",71500.0
5398/KSR/UTM/0823,08/07/2023 10:07:08,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,14.0,Sheet,Upfront Payment,"250,00",3500.0
5400/KSR/UTM/0823,08/07/2023 10:14:12,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,6.0,Sheet,Upfront Payment,"250,00",1500.0
1886/JL/UTM/0823,08/07/2023 10:46:12,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,161.0,Sheet,Deposit Payment,"400,00",64400.0
1887/JL/UTM/0823,08/07/2023 10:48:32,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,1236.0,Sheet,Deposit Payment,"400,00",494400.0
1890/JL/UTM/0823,08/07/2023 11:09:48,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,4.0,Sheet,Deposit Payment,"300,00",1200.0
5425/KSR/UTM/0823,08/07/2023 12:49:24,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,874.0,Sheet,Upfront Payment,"250,00",218500.0
5433/KSR/UTM/0823,08/07/2023 13:37:52,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,312.0,Sheet,Upfront Payment,"250,00",78000.0
5434/KSR/UTM/0823,08/07/2023 13:39:29,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,310.0,Sheet,Upfront Payment,"250,00",77500.0
5440/KSR/UTM/0823,08/07/2023 14:59:01,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,652.0,Sheet,Upfront Payment,"250,00",163000.0
5447/KSR/UTM/0823,08/07/2023 15:37:33,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,500.0,Sheet,Upfront Payment,"350,00",175000.0
5451/KSR/UTM/0823,08/07/2023 16:30:34,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,870.0,Sheet,Upfront Payment,"250,00",217500.0
1911/JL/UTM/0823,08/07/2023 16:59:27,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,74.0,Sheet,Deposit Payment,"300,00",22200.0
5466/KSR/UTM/0823,08/07/2023 17:46:34,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,12.0,Sheet,Upfront Payment,"250,00",3000.0
1915/JL/UTM/0823,08/08/2023 09:10:22,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,18.0,Sheet,Deposit Payment,"300,00",5400.0
5479/KSR/UTM/0823,08/08/2023 09:30:36,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,118.0,Sheet,Upfront Payment,"250,00",29500.0
5482/KSR/UTM/0823,08/08/2023 09:40:00,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,62.0,Sheet,Upfront Payment,"250,00",15500.0
1916/JL/UTM/0823,08/08/2023 09:40:56,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,49.0,Sheet,Deposit Payment,"300,00",14700.0
1917/JL/UTM/0823,08/08/2023 09:47:38,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,117.0,Sheet,Deposit Payment,"300,00",35100.0
5486/KSR/UTM/0823,08/08/2023 10:14:38,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,1.0,Sheet,Upfront Payment,"24000,00",24000.0
1919/JL/UTM/0823,08/08/2023 10:20:41,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,204.0,Sheet,Deposit Payment,"300,00",61200.0
5495/KSR/UTM/0823,08/08/2023 11:14:59,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,55.0,Sheet,Upfront Payment,"250,00",13750.0
5496/KSR/UTM/0823,08/08/2023 11:23:34,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,1540.0,Sheet,Upfront Payment,"250,00",385000.0
1931/JL/UTM/0823,08/08/2023 11:24:54,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,120.0,Sheet,Deposit Payment,"300,00",36000.0
1932/JL/UTM/0823,08/08/2023 11:28:27,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,12.0,Sheet,Deposit Payment,"250,00",3000.0
1933/JL/UTM/0823,08/08/2023 11:29:01,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,240.0,Sheet,Deposit Payment,"300,00",72000.0
5499/KSR/UTM/0823,08/08/2023 11:45:44,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,11440.0,Sheet,Upfront Payment,"250,00",2860000.0
5509/KSR/UTM/0823,08/08/2023 13:00:16,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,20.0,Sheet,Upfront Payment,"250,00",5000.0
5510/KSR/UTM/0823,08/08/2023 13:01:11,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,2.0,Sheet,Upfront Payment,"250,00",500.0
5513/KSR/UTM/0823,08/08/2023 13:10:07,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,4.0,Sheet,Upfront Payment,"250,00",1000.0
5514/KSR/UTM/0823,08/08/2023 13:11:20,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,2.0,Sheet,Upfront Payment,"250,00",500.0
5520/KSR/UTM/0823,08/08/2023 14:20:39,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,12.0,Sheet,Upfront Payment,"250,00",3000.0
1942/JL/UTM/0823,08/08/2023 15:10:38,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,63.0,Sheet,Deposit Payment,"300,00",18900.0
1951/JL/UTM/0823,08/09/2023 09:04:46,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,1002.0,Sheet,Deposit Payment,"300,00",300600.0
5566/KSR/UTM/0823,08/09/2023 09:27:57,PC.000004,PHOTO COPY ENLARGE A3 - F4/A4S 70 GR,1.0,Sheet,Upfront Payment,"1000,00",1000.0
5567/KSR/UTM/0823,08/09/2023 09:29:42,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,50.0,Sheet,Upfront Payment,"350,00",17500.0
1958/JL/UTM/0823,08/09/2023 10:06:08,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,3700.0,Sheet,Deposit Payment,"300,00",1110000.0
1958/JL/UTM/0823,08/09/2023 10:06:08,PC.000006,PHOTO COPY COLORED HVS F4/A4S 70 GR,180.0,Sheet,Deposit Payment,"450,00",81000.0
5573/KSR/UTM/0823,08/09/2023 10:19:29,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,18.0,Sheet,Upfront Payment,"250,00",4500.0
1959/JL/UTM/0823,08/09/2023 10:21:16,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,13600.0,Sheet,Deposit Payment,"300,00",4080000.0
5577/KSR/UTM/0823,08/09/2023 10:49:16,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,342.0,Sheet,Upfront Payment,"250,00",85500.0
5578/KSR/UTM/0823,08/09/2023 10:53:37,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,402.0,Sheet,Upfront Payment,"250,00",100500.0
1967/JL/UTM/0823,08/09/2023 12:00:19,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,67.0,Sheet,Deposit Payment,"300,00",20100.0
1968/JL/UTM/0823,08/09/2023 12:29:59,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,50.0,Sheet,Deposit Payment,"500,00",25000.0
1969/JL/UTM/0823,08/09/2023 12:40:05,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,300.0,Sheet,Deposit Payment,"250,00",75000.0
1974/JL/UTM/0823,08/09/2023 13:51:43,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,3000.0,Sheet,Deposit Payment,"400,00",1200000.0
1975/JL/UTM/0823,08/09/2023 14:09:33,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,290.0,Sheet,Deposit Payment,"300,00",87000.0
5610/KSR/UTM/0823,08/09/2023 14:33:45,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,38.0,Sheet,Upfront Payment,"250,00",9500.0
5613/KSR/UTM/0823,08/09/2023 14:46:50,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,10.0,Sheet,Upfront Payment,"250,00",2500.0
5614/KSR/UTM/0823,08/09/2023 14:54:16,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,282.0,Sheet,Upfront Payment,"250,00",70500.0
5623/KSR/UTM/0823,08/09/2023 16:17:13,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,12.0,Sheet,Upfront Payment,"250,00",3000.0
1982/JL/UTM/0823,08/09/2023 16:55:15,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,935.0,Sheet,Deposit Payment,"300,00",280500.0
5631/KSR/UTM/0823,08/09/2023 17:23:48,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,647.0,Sheet,Upfront Payment,"250,00",161750.0
5631/KSR/UTM/0823,08/09/2023 17:23:48,PC.000006,PHOTO COPY COLORED HVS F4/A4S 70 GR,80.0,Sheet,Upfront Payment,"250,00",20000.0
1984/JL/UTM/0823,08/09/2023 17:26:34,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,1760.0,Sheet,Deposit Payment,"300,00",528000.0
5637/KSR/UTM/0823,08/10/2023 08:26:04,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,150.0,Sheet,Upfront Payment,"250,00",37500.0
1990/JL/UTM/0823,08/10/2023 09:39:14,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,200.0,Sheet,Deposit Payment,"250,00",50000.0
5652/KSR/UTM/0823,08/10/2023 09:58:36,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,84.0,Sheet,Upfront Payment,"250,00",21000.0
1989/JL/UTM/0823,08/10/2023 10:06:33,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,50.0,Sheet,Deposit Payment,"300,00",15000.0
5656/KSR/UTM/0823,08/10/2023 10:12:18,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,190.0,Sheet,Upfront Payment,"250,00",47500.0
1997/JL/UTM/0823,08/10/2023 10:56:15,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,4120.0,Sheet,Deposit Payment,"250,00",1030000.0
5663/KSR/UTM/0823,08/10/2023 11:34:36,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,196.0,Sheet,Upfront Payment,"250,00",49000.0
1998/JL/UTM/0823,08/10/2023 11:43:31,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,87.0,Sheet,Deposit Payment,"300,00",26100.0
5669/KSR/UTM/0823,08/10/2023 12:15:52,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,30.0,Sheet,Upfront Payment,"250,00",7500.0
2000/JL/UTM/0823,08/10/2023 12:17:45,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,140.0,Sheet,Deposit Payment,"300,00",42000.0
5678/KSR/UTM/0823,08/10/2023 13:12:25,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,666.0,Sheet,Upfront Payment,"250,00",166500.0
5678/KSR/UTM/0823,08/10/2023 13:12:25,PC.000002,PHOTO COPY HVS A3 70 GR,138.0,Sheet,Upfront Payment,"600,00",82800.0
5684/KSR/UTM/0823,08/10/2023 14:06:29,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,228.0,Sheet,Upfront Payment,"250,00",57000.0
5690/KSR/UTM/0823,08/10/2023 14:31:08,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,194.0,Sheet,Upfront Payment,"250,00",48500.0
5692/KSR/UTM/0823,08/10/2023 14:36:56,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,527.0,Sheet,Upfront Payment,"250,00",131750.0
2004/JL/UTM/0823,08/10/2023 14:42:42,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,13.0,Sheet,Deposit Payment,"300,00",3900.0
5696/KSR/UTM/0823,08/10/2023 14:45:39,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,336.0,Sheet,Upfront Payment,"250,00",84000.0
5697/KSR/UTM/0823,08/10/2023 14:46:25,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,220.0,Sheet,Upfront Payment,"250,00",55000.0
5706/KSR/UTM/0823,08/10/2023 15:35:57,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,632.0,Sheet,Upfront Payment,"250,00",158000.0
5706/KSR/UTM/0823,08/10/2023 15:35:57,PC.000006,PHOTO COPY COLORED HVS F4/A4S 70 GR,25.0,Sheet,Upfront Payment,"350,00",8750.0
5716/KSR/UTM/0823,08/10/2023 16:26:30,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,37.0,Sheet,Upfront Payment,"250,00",9250.0
5723/KSR/UTM/0823,08/10/2023 17:02:01,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,134.0,Sheet,Upfront Payment,"250,00",33500.0
5723/KSR/UTM/0823,08/10/2023 17:02:01,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,240.0,Sheet,Upfront Payment,"250,00",60000.0
5725/KSR/UTM/0823,08/10/2023 17:04:41,PC.000006,PHOTO COPY COLORED HVS F4/A4S 70 GR,50.0,Sheet,Upfront Payment,"350,00",17500.0
2015/JL/UTM/0823,08/10/2023 17:06:13,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,12.0,Sheet,Deposit Payment,"300,00",3600.0
2015/JL/UTM/0823,08/10/2023 17:06:13,PC.000006,PHOTO COPY COLORED HVS F4/A4S 70 GR,6.0,Sheet,Deposit Payment,"450,00",2700.0
5728/KSR/UTM/0823,08/10/2023 17:25:29,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,183.0,Sheet,Upfront Payment,"250,00",45750.0
5729/KSR/UTM/0823,08/10/2023 17:28:07,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,255.0,Sheet,Upfront Payment,"250,00",63750.0
2019/JL/UTM/0823,08/11/2023 09:30:10,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,1000.0,Sheet,Deposit Payment,"250,00",250000.0
5739/KSR/UTM/0823,08/11/2023 09:53:16,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,18.0,Sheet,Upfront Payment,"250,00",4500.0
5744/KSR/UTM/0823,08/11/2023 10:16:56,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,32.0,Sheet,Upfront Payment,"250,00",8000.0
2027/JL/UTM/0823,08/11/2023 10:53:08,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,6904.0,Sheet,Deposit Payment,"300,00",2071200.0
5747/KSR/UTM/0823,08/11/2023 10:53:45,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,20.0,Sheet,Upfront Payment,"250,00",5000.0
2030/JL/UTM/0823,08/11/2023 12:10:24,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,3540.0,Sheet,Deposit Payment,"250,00",885000.0
2030/JL/UTM/0823,08/11/2023 12:10:24,PC.000006,PHOTO COPY COLORED HVS F4/A4S 70 GR,40.0,Sheet,Deposit Payment,"400,00",16000.0
5756/KSR/UTM/0823,08/11/2023 12:27:58,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,18.0,Sheet,Upfront Payment,"250,00",4500.0
5762/KSR/UTM/0823,08/11/2023 13:34:33,PC.000002,PHOTO COPY HVS A3 70 GR,900.0,Sheet,Upfront Payment,"600,00",540000.0
5764/KSR/UTM/0823,08/11/2023 13:52:36,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,30.0,Sheet,Upfront Payment,"250,00",7500.0
5766/KSR/UTM/0823,08/11/2023 14:22:36,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,20.0,Sheet,Upfront Payment,"250,00",5000.0
2031/JL/UTM/0823,08/11/2023 14:24:11,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,40.0,Sheet,Deposit Payment,"300,00",12000.0
5767/KSR/UTM/0823,08/11/2023 14:32:27,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,592.0,Sheet,Upfront Payment,"250,00",148000.0
5780/KSR/UTM/0823,08/11/2023 15:40:29,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,8.0,Sheet,Upfront Payment,"250,00",2000.0
5783/KSR/UTM/0823,08/11/2023 15:47:07,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,20.0,Sheet,Upfront Payment,"200,00",4000.0
5788/KSR/UTM/0823,08/11/2023 16:50:44,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,2120.0,Sheet,Upfront Payment,"250,00",530000.0
2038/JL/UTM/0823,08/11/2023 17:16:36,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,198.0,Sheet,Deposit Payment,"300,00",59400.0
2038/JL/UTM/0823,08/11/2023 17:16:36,PC.000006,PHOTO COPY COLORED HVS F4/A4S 70 GR,15.0,Sheet,Deposit Payment,"450,00",6750.0
2042/JL/UTM/0823,08/12/2023 11:14:05,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,2453.0,Sheet,Deposit Payment,"300,00",735900.0
2044/JL/UTM/0823,08/12/2023 11:28:00,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,1098.0,Sheet,Deposit Payment,"300,00",329400.0
